???? : 8D 01 B0 : STA B001       : A=0C X=?? Y=?? SP=?? N=? V=? D=? I=? Z=? C=?
???? : AD 01 B0 : LDA B001       : A=0E X=?? Y=?? SP=?? N=0 V=? D=? I=? Z=0 C=?
DF98 : 60       : RTS            : A=10 X=4F Y=00 SP=?? N=0 V=0 D=? I=? Z=0 C=1
DFBA : B1 FE    : LDA (FE),Y     : A=4E X=4F Y=00 SP=?? N=0 V=0 D=? I=? Z=0 C=1
DFBC : 8D 00 80 : STA 8000       : A=4E X=4F Y=00 SP=?? N=0 V=0 D=? I=? Z=0 C=1
DFBF : F0 04    : BEQ DFC5       : A=4E X=4F Y=00 SP=?? N=0 V=0 D=? I=? Z=0 C=1
DFC1 : C8       : INY            : A=4E X=4F Y=01 SP=?? N=0 V=0 D=? I=? Z=0 C=1
DFC2 : 4C B7 DF : JMP DFB7       : A=4E X=4F Y=01 SP=?? N=0 V=0 D=? I=? Z=0 C=1
DFB7 : 20 91 DF : JSR DF91       : A=4E X=4F Y=01 SP=?? N=0 V=0 D=? I=? Z=0 C=1
DF91 : AD 01 80 : LDA 8001       : A=10 X=4F Y=01 SP=?? N=0 V=0 D=? I=? Z=0 C=1
DF94 : 29 10    : AND #10        : A=10 X=4F Y=01 SP=?? N=0 V=0 D=? I=? Z=0 C=1
DF96 : F0 F9    : BEQ DF91       : A=10 X=4F Y=01 SP=?? N=0 V=0 D=? I=? Z=0 C=1
DF98 : 60       : RTS            : A=10 X=4F Y=01 SP=?? N=0 V=0 D=? I=? Z=0 C=1
DFBA : B1 FE    : LDA (FE),Y     : A=6F X=4F Y=01 SP=?? N=0 V=0 D=? I=? Z=0 C=1
DFBC : 8D 00 80 : STA 8000       : A=6F X=4F Y=01 SP=?? N=0 V=0 D=? I=? Z=0 C=1
DFBF : F0 04    : BEQ DFC5       : A=6F X=4F Y=01 SP=?? N=0 V=0 D=? I=? Z=0 C=1
DFC1 : C8       : INY            : A=6F X=4F Y=02 SP=?? N=0 V=0 D=? I=? Z=0 C=1
DFC2 : 4C B7 DF : JMP DFB7       : A=6F X=4F Y=02 SP=?? N=0 V=0 D=? I=? Z=0 C=1
DFB7 : 20 91 DF : JSR DF91       : A=6F X=4F Y=02 SP=?? N=0 V=0 D=? I=? Z=0 C=1
DF91 : AD 01 80 : LDA 8001       : A=00 X=4F Y=02 SP=?? N=0 V=0 D=? I=? Z=1 C=1
DF94 : 29 10    : AND #10        : A=00 X=4F Y=02 SP=?? N=0 V=0 D=? I=? Z=1 C=1
DF96 : F0 F9    : BEQ DF91       : A=00 X=4F Y=02 SP=?? N=0 V=0 D=? I=? Z=1 C=1
DF91 : AD 01 80 : LDA 8001       : A=00 X=4F Y=02 SP=?? N=0 V=0 D=? I=? Z=1 C=1
DF94 : 29 10    : AND #10        : A=00 X=4F Y=02 SP=?? N=0 V=0 D=? I=? Z=1 C=1
DF96 : F0 F9    : BEQ DF91       : A=00 X=4F Y=02 SP=?? N=0 V=0 D=? I=? Z=1 C=1
DF91 : AD 01 80 : LDA 8001       : A=00 X=4F Y=02 SP=?? N=0 V=0 D=? I=? Z=1 C=1
DF94 : 29 10    : AND #10        : A=00 X=4F Y=02 SP=?? N=0 V=0 D=? I=? Z=1 C=1
DF96 : F0 F9    : BEQ DF91       : A=00 X=4F Y=02 SP=?? N=0 V=0 D=? I=? Z=1 C=1
DF91 : AD 01 80 : LDA 8001       : A=00 X=4F Y=02 SP=?? N=0 V=0 D=? I=? Z=1 C=1
DF94 : 29 10    : AND #10        : A=00 X=4F Y=02 SP=?? N=0 V=0 D=? I=? Z=1 C=1
DF96 : F0 F9    : BEQ DF91       : A=00 X=4F Y=02 SP=?? N=0 V=0 D=? I=? Z=1 C=1
DF91 : AD 01 80 : LDA 8001       : A=00 X=4F Y=02 SP=?? N=0 V=0 D=? I=? Z=1 C=1
DF94 : 29 10    : AND #10        : A=00 X=4F Y=02 SP=?? N=0 V=0 D=? I=? Z=1 C=1
DF96 : F0 F9    : BEQ DF91       : A=00 X=4F Y=02 SP=?? N=0 V=0 D=? I=? Z=1 C=1
DF91 : AD 01 80 : LDA 8001       : A=00 X=4F Y=02 SP=?? N=0 V=0 D=? I=? Z=1 C=1
DF94 : 29 10    : AND #10        : A=00 X=4F Y=02 SP=?? N=0 V=0 D=? I=? Z=1 C=1
DF96 : F0 F9    : BEQ DF91       : A=00 X=4F Y=02 SP=?? N=0 V=0 D=? I=? Z=1 C=1
DF91 : AD 01 80 : LDA 8001       : A=00 X=4F Y=02 SP=?? N=0 V=0 D=? I=? Z=1 C=1
DF94 : 29 10    : AND #10        : A=00 X=4F Y=02 SP=?? N=0 V=0 D=? I=? Z=1 C=1
DF96 : F0 F9    : BEQ DF91       : A=00 X=4F Y=02 SP=?? N=0 V=0 D=? I=? Z=1 C=1
DF91 : AD 01 80 : LDA 8001       : A=00 X=4F Y=02 SP=?? N=0 V=0 D=? I=? Z=1 C=1
DF94 : 29 10    : AND #10        : A=00 X=4F Y=02 SP=?? N=0 V=0 D=? I=? Z=1 C=1
DF96 : F0 F9    : BEQ DF91       : A=00 X=4F Y=02 SP=?? N=0 V=0 D=? I=? Z=1 C=1
DF91 : AD 01 80 : LDA 8001       : A=00 X=4F Y=02 SP=?? N=0 V=0 D=? I=? Z=1 C=1
DF94 : 29 10    : AND #10        : A=00 X=4F Y=02 SP=?? N=0 V=0 D=? I=? Z=1 C=1
DF96 : F0 F9    : BEQ DF91       : A=00 X=4F Y=02 SP=?? N=0 V=0 D=? I=? Z=1 C=1
DF91 : AD 01 80 : LDA 8001       : A=00 X=4F Y=02 SP=?? N=0 V=0 D=? I=? Z=1 C=1
DF94 : 29 10    : AND #10        : A=00 X=4F Y=02 SP=?? N=0 V=0 D=? I=? Z=1 C=1
DF96 : F0 F9    : BEQ DF91       : A=00 X=4F Y=02 SP=?? N=0 V=0 D=? I=? Z=1 C=1
DF91 : AD 01 80 : LDA 8001       : A=00 X=4F Y=02 SP=?? N=0 V=0 D=? I=? Z=1 C=1
DF94 : 29 10    : AND #10        : A=00 X=4F Y=02 SP=?? N=0 V=0 D=? I=? Z=1 C=1
DF96 : F0 F9    : BEQ DF91       : A=00 X=4F Y=02 SP=?? N=0 V=0 D=? I=? Z=1 C=1
DF91 : AD 01 80 : LDA 8001       : A=00 X=4F Y=02 SP=?? N=0 V=0 D=? I=? Z=1 C=1
DF94 : 29 10    : AND #10        : A=00 X=4F Y=02 SP=?? N=0 V=0 D=? I=? Z=1 C=1
